id,samplingPoint.notation,samplingPoint.prefLabel,samplingPoint.longitude,samplingPoint.latitude,samplingPoint.region,samplingPoint.area,samplingPoint.subArea,samplingPoint.samplingPointStatus,samplingPoint.samplingPointType,phenomenonTime,samplingPurpose,sampleMaterialType,determinand.notation,determinand.prefLabel,result,unit
https://environment.data.gov.uk/water-quality/sampling-point/TH-PTHR0111/sample/1371176/observation/0736,TH-PTHR0111,THAMES AT WALLINGFORD BRIDGE,-1.1199,51.6012,Thames,THAMES - WEST THAMES,L&W NORTH - WT,OPEN,FRESHWATER - RIVERS,2022-01-19T16:54:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,0736,Fluoranthene,0.0026,MICROGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/TH-PTHR0111/sample/1371176/observation/6399,TH-PTHR0111,THAMES AT WALLINGFORD BRIDGE,-1.1199,51.6012,Thames,THAMES - WEST THAMES,L&W NORTH - WT,OPEN,FRESHWATER - RIVERS,2022-01-19T16:54:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,6399,Benzo(a)Pyrene,0.0016,MICROGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/TH-PTHR0111/sample/1371176/observation/6753,TH-PTHR0111,THAMES AT WALLINGFORD BRIDGE,-1.1199,51.6012,Thames,THAMES - WEST THAMES,L&W NORTH - WT,OPEN,FRESHWATER - RIVERS,2022-01-19T16:54:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,6753,Anthracene,<0.01,MICROGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/TH-PTHR0111/sample/1375133/observation/0736,TH-PTHR0111,THAMES AT WALLINGFORD BRIDGE,-1.1199,51.6012,Thames,THAMES - WEST THAMES,L&W NORTH - WT,OPEN,FRESHWATER - RIVERS,2022-02-10T14:25:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,0736,Fluoranthene,0.0018,MICROGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/TH-PTHR0111/sample/1375133/observation/6399,TH-PTHR0111,THAMES AT WALLINGFORD BRIDGE,-1.1199,51.6012,Thames,THAMES - WEST THAMES,L&W NORTH - WT,OPEN,FRESHWATER - RIVERS,2022-02-10T14:25:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,6399,Benzo(a)Pyrene,0.00099,MICROGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/TH-PTHR0111/sample/1375850/observation/6753,TH-PTHR0111,THAMES AT WALLINGFORD BRIDGE,-1.1199,51.6012,Thames,THAMES - WEST THAMES,L&W NORTH - WT,OPEN,FRESHWATER - RIVERS,2022-03-15T14:15:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,6753,Anthracene,<0.01,MICROGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/TH-PTHR0111/sample/1376604/observation/0736,TH-PTHR0111,THAMES AT WALLINGFORD BRIDGE,-1.1199,51.6012,Thames,THAMES - WEST THAMES,L&W NORTH - WT,OPEN,FRESHWATER - RIVERS,2022-03-31T12:37:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,0736,Fluoranthene,0.0021,MICROGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/TH-PTHR0111/sample/1376604/observation/6399,TH-PTHR0111,THAMES AT WALLINGFORD BRIDGE,-1.1199,51.6012,Thames,THAMES - WEST THAMES,L&W NORTH - WT,OPEN,FRESHWATER - RIVERS,2022-03-31T12:37:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,6399,Benzo(a)Pyrene,0.00094,MICROGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/TH-PTHR0111/sample/1376604/observation/6753,TH-PTHR0111,THAMES AT WALLINGFORD BRIDGE,-1.1199,51.6012,Thames,THAMES - WEST THAMES,L&W NORTH - WT,OPEN,FRESHWATER - RIVERS,2022-03-31T12:37:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,6753,Anthracene,<0.01,MICROGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/TH-PTHR0111/sample/1377206/observation/0736,TH-PTHR0111,THAMES AT WALLINGFORD BRIDGE,-1.1199,51.6012,Thames,THAMES - WEST THAMES,L&W NORTH - WT,OPEN,FRESHWATER - RIVERS,2022-04-21T16:43:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,0736,Fluoranthene,0.0028,MICROGRAM PER LITRE
